-0.166633,-0.374505,-0.0387115
-0.166633,-0.374505,-0.0227214
-0.166633,-0.374505,-0.00673124
-0.166633,-0.374505,0.0092589
-0.166633,-0.374505,0.025249
-0.166633,-0.358514,-0.0547017
-0.166633,-0.358514,-0.0387115
-0.166633,-0.358514,-0.0227214
-0.166633,-0.358514,-0.00673124
-0.166633,-0.358514,0.0092589
-0.166633,-0.358514,0.025249
-0.166633,-0.358514,0.0412392
-0.166633,-0.342524,-0.0547017
-0.166633,-0.342524,-0.0387115
-0.166633,-0.342524,-0.0227214
-0.166633,-0.342524,-0.00673124
-0.166633,-0.342524,0.0092589
-0.166633,-0.342524,0.025249
-0.166633,-0.342524,0.0412392
-0.166633,-0.326534,-0.0547017
-0.166633,-0.326534,-0.0387115
-0.166633,-0.326534,-0.0227214
-0.166633,-0.326534,-0.00673124
-0.166633,-0.326534,0.0092589
-0.166633,-0.326534,0.025249
-0.166633,-0.326534,0.0412392
-0.166633,-0.310544,-0.0547017
-0.166633,-0.310544,-0.0387115
-0.166633,-0.310544,-0.0227214
-0.166633,-0.310544,-0.00673124
-0.166633,-0.310544,0.0092589
-0.166633,-0.310544,0.025249
-0.166633,-0.310544,0.0412392
-0.166633,-0.294554,-0.0547017
-0.166633,-0.294554,-0.0387115
-0.166633,-0.294554,-0.0227214
-0.166633,-0.294554,-0.00673124
-0.166633,-0.294554,0.0092589
-0.166633,-0.294554,0.025249
-0.166633,-0.294554,0.0412392
-0.166633,-0.278564,-0.0547017
-0.166633,-0.278564,-0.0387115
-0.166633,-0.278564,-0.0227214
-0.166633,-0.278564,-0.00673124
-0.166633,-0.278564,0.0092589
-0.166633,-0.278564,0.025249
-0.166633,-0.278564,0.0412392
-0.166633,-0.262574,-0.0547017
-0.166633,-0.262574,-0.0387115
-0.166633,-0.262574,-0.0227214
-0.166633,-0.262574,-0.00673124
-0.166633,-0.262574,0.0092589
-0.166633,-0.262574,0.025249
-0.166633,-0.262574,0.0412392
-0.166633,-0.246583,-0.0547017
-0.166633,-0.246583,-0.0387115
-0.166633,-0.246583,-0.0227214
-0.166633,-0.246583,-0.00673124
-0.166633,-0.246583,0.0092589
-0.166633,-0.246583,0.025249
-0.166633,-0.246583,0.0412392
-0.166633,-0.230593,-0.0547017
-0.166633,-0.230593,-0.0387115
-0.166633,-0.230593,-0.0227214
-0.166633,-0.230593,-0.00673124
-0.166633,-0.230593,0.0092589
-0.166633,-0.230593,0.025249
-0.166633,-0.230593,0.0412392
-0.166633,-0.214603,-0.0547017
-0.166633,-0.214603,-0.0387115
-0.166633,-0.214603,-0.0227214
-0.166633,-0.214603,-0.00673124
-0.166633,-0.214603,0.0092589
-0.166633,-0.214603,0.025249
-0.166633,-0.214603,0.0412392
-0.166633,-0.214603,0.0572293
-0.166633,-0.198613,-0.0547017
-0.166633,-0.198613,-0.0387115
-0.166633,-0.198613,-0.0227214
-0.166633,-0.198613,-0.00673124
-0.166633,-0.198613,0.0092589
-0.166633,-0.198613,0.025249
-0.166633,-0.198613,0.0412392
-0.166633,-0.182623,-0.0547017
-0.166633,-0.182623,-0.0387115
-0.166633,-0.182623,-0.0227214
-0.166633,-0.182623,-0.00673124
-0.166633,-0.182623,0.0092589
-0.166633,-0.182623,0.025249
-0.166633,-0.182623,0.0412392
-0.166633,-0.166633,-0.0547017
-0.166633,-0.166633,-0.0387115
-0.166633,-0.166633,-0.0227214
-0.166633,-0.166633,-0.00673124
-0.166633,-0.166633,0.0092589
-0.166633,-0.166633,0.025249
-0.166633,-0.166633,0.0412392
-0.166633,-0.150643,-0.0547017
-0.166633,-0.150643,-0.0387115
-0.166633,-0.150643,-0.0227214
-0.166633,-0.150643,-0.00673124
-0.166633,-0.150643,0.0092589
-0.166633,-0.150643,0.025249
-0.166633,-0.150643,0.0412392
-0.166633,-0.134652,-0.0387115
-0.166633,-0.134652,-0.0227214
-0.166633,-0.134652,-0.00673124
-0.166633,-0.134652,0.0092589
-0.166633,-0.134652,0.025249
